killed,pov15,emp15,ab100k15,mdhinc15,snap15,bagrad15,nohs2515,wbrat15,rural15,pop15
0,33.1,45.7,0.077075099,28961,30.4,13.3,0.244842709,0.668369254,0.54784594,27377
0,26.9,64.3,0.130980799,37516,12.9,30,0.114218428,45.27651515,0.403622481,25430
0,9,77.1,0.198883666,55613,7.6,23.3,0.095162767,72.71304348,0.607719682,17291
0,13,77.8,0.131947221,43933,8.6,22.7,0.101160444,332.8125,1,5301
0,18.5,64,0.069341098,41310,13.4,11.5,0.160307956,13.63378618,0.417895319,26082
3,20.1,65.7,0.091801299,39033,16.1,14,0.183803273,523.8571429,0.762997204,35766
0,24.2,68.7,0.109663192,37467,13.3,16.7,0.130662445,347.5454545,0.629107143,11877
0,18.5,69.9,0.116143498,41060,15.2,13.1,0.149649737,186.9176471,0.759755164,16410
0,19.1,57.4,0.06405694,33042,16.3,11.3,0.151772756,223.2317073,0.898939929,18687
0,21.7,64.3,0.09488744,39707,19,10,0.208750291,402.9333333,1,12161
4,19.7,76,0.204926844,49899,10.3,47.3,0.065808054,9.718258096,0.184727754,174546
4,18.1,71.1,0.131691584,46315,17.4,19.5,0.127173348,16.99551282,0.131730294,89016
3,21.3,63.1,0.084937238,35738,22.5,14.6,0.187859795,16.31365159,0.514976433,42859
0,13.4,69.2,0.123283984,43691,11.5,17.4,0.113865345,127.1884058,1,9020
0,14.4,67.6,0.142291022,47744,11.9,20.4,0.143193277,24.96520147,0.650793651,44739
0,17.3,62.7,0.128731789,44816,11.3,21,0.123315179,190.0269058,0.716922031,44329
2,18.3,73.7,0.167947642,46050,11.9,28.7,0.10939075,11.54971352,0.293352956,78577
0,14.3,70.7,0.120309051,42415,11.6,16.7,0.113988809,78.31531532,0.641684665,8945
0,21.3,61.7,0.100693029,33034,21.4,11.4,0.216603951,1505.75,1,6250
1,9.9,75.7,0.229305574,61584,11,24.7,0.077063838,25.36663937,0.327829128,101496
1,24.9,61.5,0.064701897,31532,19.8,14.3,0.163669989,1116.583333,0.743632337,13944
0,16.4,73,0.112656939,40642,8.4,15,0.144780524,42.34482759,1,7592
2,11.1,73.7,0.167519823,53270,11.3,26,0.087222045,163.2341772,0.444008107,83282
0,13.7,72.9,0.12142605,43883,10.8,12.8,0.129864724,375.5555556,1,6810
4,8.8,78.2,0.252440805,62099,8.6,31,0.07965195,16.06357499,0.089492962,235471
0,9.3,75.1,0.18127786,54773,9.7,17.6,0.079723075,54.37604457,0.761266336,20635
1,12.9,70.2,0.179163271,53088,10.4,31.6,0.085476987,7.15727937,0.280287093,76780
0,14.7,69.1,0.147503083,44549,11.5,19.5,0.119177051,14.68598131,0.563714324,17616
2,21,59.9,0.096573209,36743,17.4,12.2,0.229772889,445.9444444,0.75215391,24487
0,19.9,69.9,0.083568075,37035,14.3,15.3,0.142206846,196.7297297,1,7596
1,21.9,58.6,0.059021113,38062,17.8,14.7,0.181539539,1217.230769,0.806708431,16413
0,16.7,66.6,0.087298983,41642,11.9,15.8,0.169800986,108.972973,1,8252
1,15,46.1,0.137113951,41406,9.2,11.5,0.145487061,8.792437651,0.831138831,12645
0,23.8,60.1,0.061824324,36831,17.9,13,0.22293578,242.9193548,0.672614962,15616
0,22.2,60.3,0.055144969,30508,20.7,9.2,0.207920792,1662.125,0.781561589,13372
2,27.7,60.3,0.077160738,31077,27,11.8,0.269652077,8.780590717,0.505028088,30877
1,11.9,73.8,0.164725041,48480,11.6,18.6,0.134191628,93.07692308,0.546120362,102382
0,15.9,69.7,0.112872238,42826,11.1,15,0.154431808,221.3939394,0.832784887,14826
0,17,71.5,0.095705968,41912,12.3,18.6,0.111328125,91.83333333,1,6685
8,19,71.9,0.131349166,41227,11.9,29.5,0.094730603,28.97235644,0.129487108,287924
0,20.3,70.3,0.085531181,37656,14.8,17.2,0.134330526,117.0238095,0.445749552,10062
0,17.5,73.1,0.072188025,39301,13.9,12.3,0.165080955,114.7837838,0.697753574,8613
0,19.3,68.7,0.103383064,42181,16.1,15.4,0.122165279,55.8944591,0.491273195,21743
0,26,55.1,0.055785627,32122,17,10.3,0.168908612,564.4375,1,9193
1,12.4,76.1,0.089671362,42500,10.1,19.2,0.097704532,279.625,1,4471
0,16.7,69.6,0.159292035,44820,13,24.2,0.126386146,17.77714286,0.657791357,10123
0,23.2,66.4,0.092848798,32784,22.2,14.9,0.156889445,309.832,0.712946007,40135
0,23.4,58,0.069945625,36239,23.8,12,0.193819837,36.47211896,0.74066429,10099
29,17.9,73.2,0.176967776,46869,14.7,28.8,0.109574109,2.802673724,0.032822287,686373
0,17.1,73.7,0.129088952,41811,15.8,22,0.136333012,40.77451354,0.225270388,118376
4,10.9,73.4,0.195011587,55348,11.8,18.2,0.124259052,98.39068266,0.30361993,223908
1,17,64.9,0.154774423,49792,12.7,26.5,0.090083686,20.26728111,0.517140468,53874
0,20.9,71.5,0.111900533,38289,13.4,15.2,0.162536443,169.4782609,1,3899
0,19.5,65.1,0.095311923,39712,18,13.9,0.185968125,183.8162162,0.586956522,35487
1,11.5,71.9,0.142553837,50723,13.3,18.3,0.108781769,46.95763994,0.561489333,32679
0,18.8,68,0.104329214,40597,17.9,16.8,0.16060713,604.1166667,0.580695537,38144
0,12.8,76.5,0.111024441,43909,9.6,13.5,0.124398315,31.29836066,1,10186
0,15,69.8,0.173207914,53718,13.2,14.8,0.136142857,49.34559535,0.752891343,54675
0,17.9,69.3,0.098384424,37997,10.4,14.2,0.122369813,172.4927536,0.665111215,12293
0,16.6,67.8,0.138402242,43350,13.5,20,0.136874649,36.23469388,0.379643388,15010
0,21.7,67,0.09461409,38368,18.5,12.4,0.223693097,58.002849,0.999899244,22648
0,19.1,71.7,0.077847189,36976,11.7,15.5,0.123568075,34.48705882,0.677364644,15321
0,18.4,64.7,0.056129032,35097,17,11.2,0.235835694,53.37387387,0.658626466,12369
0,19.2,62.7,0.090613131,39700,12.9,15,0.167764189,229.7894737,1,8958
0,18.3,69.2,0.104789084,40814,12.9,19.4,0.156603382,16.18557337,0.248011851,28862
0,16,75.7,0.101796407,40768,11.6,13.9,0.117554859,133.8148148,1,3702
0,20.1,69,0.12685146,38094,15.6,16.4,0.138327689,218.1909091,0.79934159,25076
0,29.2,50.8,0.064030858,28347,33.4,10.8,0.269441069,3.045309323,0.38206969,14023
0,13,66.2,0.134827399,47725,12.1,18.1,0.170468528,23.8538961,0.540641192,15913
0,14.7,70.9,0.080842585,43138,10.7,14.1,0.095050803,34.75527426,1,8560
0,17.6,71.3,0.102995486,39830,16.5,12.5,0.175799087,70.38650307,0.801794454,11699
2,24,55,0.08141321,33525,17.9,13.4,0.208165812,77.58964143,1,20158
0,22.8,62.5,0.103353112,33630,25.6,11.6,0.237228887,5.041344538,0.569804243,18167
1,14.5,71.3,0.127081825,43290,11.8,18.8,0.142047785,93.13763066,0.638053716,58567
0,28.6,71.2,0.095392078,35854,13.4,23.9,0.086034414,32.91251885,0.486455271,22776
0,26.3,64.1,0.060682391,29851,21.7,11,0.184401765,402.6923077,0.806598615,10936
0,8.4,78.6,0.163523235,52693,7.1,17.5,0.1075,118.6842105,1,13626
0,24.3,53.6,0.049846445,31399,23.6,12.9,0.164910802,575.1875,1,9407
0,28.9,59.1,0.08516129,29238,31.2,11.7,0.263429571,2.58629232,0.494669771,17442
0,9.6,77,0.150642326,51499,9.2,15.9,0.136773391,123.0927152,0.573762838,19130
1,18.1,69.9,0.113570144,39928,16.1,17.5,0.170264048,31.74209651,0.352950847,42182
1,19.4,65.8,0.139815259,41618,12.7,27.8,0.12844598,36.30673759,0.470332258,44610
0,15.3,59.7,0.120450739,41750,16,12.7,0.209116541,13.90711297,0.604063492,18354
1,7.7,79,0.306342528,68254,6.1,40.4,0.04734214,13.58383534,0.155928919,96217
0,18.5,66.8,0.100663717,41130,16.9,18.8,0.12965685,97.39672131,0.685508118,31183
0,13.2,43.5,0.127048915,47931,12.5,24.1,0.101757826,6.154532861,0.548089812,53156
0,19.2,70.3,0.06420765,36346,15.1,18.1,0.125,239.5,1,4863
0,12.4,71.5,0.123601094,47345,9.2,12.3,0.126299945,67.50340136,0.966814586,10177
0,19.1,57.7,0.10816568,37832,17.6,13.7,0.142539497,18.07466243,0.469105843,25090
0,15.9,69.2,0.1703678,52526,10.5,13.8,0.113021957,70.66987179,0.724459135,22815
0,21.2,59.7,0.107478392,35648,19.3,8.1,0.234984194,67.30851064,1,6418
0,22.8,63.3,0.058823529,32444,22.5,11.1,0.226778503,408.8484848,1,13811
2,6.3,80.8,0.323385483,72415,5.3,35.5,0.058969122,20.12157585,0.059815907,385171
0,23.3,57.4,0.071731009,32046,16.5,10.8,0.186388026,79.40869565,1,9450
0,14.3,71.8,0.143337537,47014,13.2,13.3,0.132882339,133.7076923,0.7739956,17895
0,19.3,56.9,0.104186718,39741,20.5,14.1,0.189300949,19.46706776,0.46391173,66446
51,10.9,76,0.2763893,59755,10.1,41.6,0.07228026,2.981632068,0.010483252,1001705
0,17.3,71.9,0.104816825,40101,14.1,18.8,0.145967636,17.32521739,0.491548878,23109
0,21.2,72.9,0.094076655,37500,16,12.4,0.141047586,307.6428571,1,4434
0,15.6,74.5,0.107509454,39772,11.8,14.8,0.200257566,109.4318182,1,4859
0,19.6,70.3,0.105528957,39162,22.5,13.2,0.184539598,7.62006355,0.401542356,39004
0,23.7,62.8,0.122062862,32404,20,15.1,0.185741412,345.8695652,1,8233
0,18.4,75.1,0.112044818,39087,11.8,13.1,0.095694899,60.51,1,6132
0,15.7,65.4,0.100539643,38203,18.4,13.7,0.196062386,65.02914798,0.69196855,29786
1,16.6,61.6,0.107977563,40510,13.5,16.3,0.139377934,948.28125,0.879742797,30902
0,16.6,68.8,0.070461783,40197,13.5,12.9,0.15957923,107.2105263,1,6323
1,19,67.9,0.104788732,38357,17.2,18.3,0.131332083,112.8348416,0.415381986,54333
0,21.7,57.2,0.086052113,35088,19.8,13,0.173792557,52.94690265,0.992811297,25651
1,18.8,71.7,0.100373134,40693,18,16.3,0.123849914,106.2433862,0.561137441,20803
0,13.8,70.4,0.190444314,51133,16.4,15.8,0.155022026,42.19647696,0.65876745,33545
0,21.2,56.2,0.076374972,35305,25.6,7.1,0.247416096,48.3706721,0.835073069,24795
0,22.5,57.5,0.060883917,33750,22,10.7,0.251324675,166.7307692,1,13373
0,18.9,64.3,0.114784633,44451,15.7,15.8,0.142683387,71.25458248,0.720468891,37526
0,14.5,77.2,0.1,45952,9.4,17.5,0.118838623,0,1,2051
0,25.4,59,0.071146783,29778,24.3,12.4,0.222954509,120.8163265,0.755287356,18257
2,27.1,66.4,0.126365949,35599,24.5,31.9,0.158870835,0.959331248,1.14E-05,314875
1,16.3,74.4,0.138235294,41512,6.1,30.3,0.065711065,737.6666667,0.592831405,9261
0,29.2,59.8,0.148210291,41622,23.3,15.6,0.141747053,364.25,0.693290735,13256
0,27.7,63.7,0.088918677,36744,16.2,20.3,0.109014154,197.5625,1,6587
0,9.9,73.4,0.194890812,50115,9.8,23.9,0.071602533,154.3714286,1,5679
1,11.2,75.9,0.168303571,49767,4.2,29.2,0.070066976,9901,1,10388
0,11.8,74.8,0.180555556,45000,0.8,15.6,0.067032967,0,1,1171
2,15.3,69.9,0.155487805,45205,11.3,25.5,0.086550976,71.34705882,0.210349823,82118
0,23.2,68.3,0.146416084,38521,15.1,23.3,0.076326003,1114,1,5757
0,11.3,79.1,0.161798218,48750,8.3,20,0.085779872,269.1428571,0.183093525,12147
0,5.8,83.3,0.165127021,49239,4,22.2,0.061793519,0,1,1763
0,13.6,74.5,0.188475088,52738,10.4,18.8,0.080258303,112.6202532,0.304748405,9625
0,17.3,60.6,0.112178655,39399,12.3,16.8,0.091233815,90.49473684,0.3340492,9148
0,6.6,81.2,0.197379197,53266,0.9,16.1,0.057115659,73.8,1,3184
0,11.5,76.2,0.130969461,40881,6.7,28.2,0.061414905,475.0869565,0.467100754,11384
0,13.3,72.3,0.156174204,47851,9.1,29.1,0.057207359,308.7351916,0.557289781,96079
0,13.2,78.9,0.215084091,55553,5.2,48,0.033150366,237.9394737,0.372460924,100736
0,9.2,79.6,0.169336384,39732,1.4,14.8,0.078042328,0,1,1312
2,33.2,53.8,0.117006158,29640,23.7,17.7,0.114246127,99.93478261,0.457180254,13634
0,26.6,69.4,0.090625,40938,12.5,20.3,0.071304348,0,1,830
0,14.9,66,0.156228008,48512,6.9,25.8,0.111468813,1561,1,3239
0,21.2,70.6,0.132304662,44633,13.9,23.2,0.095409104,4012,0.385931034,16518
1,9.5,71,0.242342947,60842,5.5,32.6,0.052776778,643,1,11671
0,14.1,71.2,0.125958379,44602,3.8,29.9,0.057667104,0,1,1931
0,22.6,66.5,0.124812156,38732,16.3,24.4,0.091970358,277.7083333,0.846756692,29466
1,12.2,76.4,0.197809591,56197,9.8,38,0.054139847,177.9069767,0.329191518,66479
0,17.8,63.4,0.12037037,47768,2.7,21.6,0.210400478,0,1,2401
0,18.6,57.1,0.100404858,35275,15.6,19.4,0.109160988,1855.6,0.819416455,19047
0,9,81.3,0.169606513,40750,0,17.5,0.066717791,0,1,1683
0,10.7,73,0.151380232,46250,5.3,26.4,0.058228268,123.8833333,1,7911
0,14.1,71.9,0.072655218,41641,8.7,23.3,0.06970128,0,1,1818
2,17.2,58,0.051823417,36031,15.5,13.1,0.106342088,1390.666667,1,4244
2,16,75.2,0.180121826,46164,13.1,40.7,0.046758318,202.0645793,0.238314773,113982
0,16.4,65.2,0.1404408,39517,9.1,16.8,0.090590298,509.8888889,1,4578
1,12.3,72.2,0.137052849,43932,6.7,35,0.041723317,175.8488372,0.539626667,15981
0,6.8,76.2,0.135416667,43750,4.2,20.6,0.031884058,0,1,473
1,15.9,69.2,0.103982301,36071,9.1,19.3,0.086868687,0,1,4155
0,20.9,72.6,0.110627178,42264,12.1,22.1,0.106701521,243,0.522000752,6148
0,9.3,78.4,0.165343915,46346,4.6,24.4,0.061456753,0,1,1780
1,13.8,51.6,0.13697479,40000,15.5,19.3,0.111007636,195.0909091,0.486956522,6831
0,17.8,69.5,0.104204753,42383,0,15.7,0.096039604,0,1,1163
1,18,67.6,0.116883897,39480,14,24.4,0.080609362,317.2357724,0.828831129,41295
0,11.4,79.9,0.23908618,65084,3.8,16.5,0.076189196,256.8780488,0.438681319,11938
0,27.8,54.5,0.117531832,32974,14.9,13.5,0.166613571,454.7777778,0.45778981,11500
0,20.6,68.3,0.175113809,51159,12.1,19.8,0.125361456,300.3157895,1,9403
0,22.4,58.2,0.076617705,32257,15.8,16.4,0.116020157,611,1,11316
0,10.5,79,0.179987797,50664,6.5,21.3,0.085822306,1683.5,1,3691
1,20.1,71.6,0.135433175,37749,17.3,24.6,0.090632499,200.6196319,0.107315906,34579
0,7.8,74.6,0.237306253,58259,6.9,23.7,0.059823959,523.1176471,1,9483
0,12.7,78.1,0.178014184,50588,4.5,25.2,0.075574601,498,1,3624
0,12.1,74.4,0.157735523,46360,8,23.3,0.075077215,1156.8,1,6095
0,19.2,62,0.116125761,44804,8.8,13.4,0.154220779,584.625,0.471746575,5099
0,21.9,72.8,0.045325779,41103,5.7,18.9,0.102214651,0,1,695
0,12,78.4,0.173899848,49141,13.4,19.4,0.071907601,545.8333333,0.654027465,7626
0,19.7,73.5,0.084745763,32723,6.2,18,0.227941176,0,1,2104
0,15.3,72.4,0.122767857,38553,6.9,20,0.146036161,0,1,1121
10,11.5,78,0.205266756,52802,10.1,28.5,0.073763573,130.1447246,0.153949611,156946
0,11.8,79.2,0.164798737,50635,9.5,23,0.093450125,98.5049505,0.207265918,31585
0,12.7,81.7,0.130804679,45609,7.8,17.7,0.090789762,796,1,6398
0,8,76.3,0.061111111,39375,2.8,32.7,0.034013605,0,1,457
0,11.7,76.4,0.17699115,48897,10.3,17.4,0.054226475,79.8,1,797
0,19.2,81.6,0.125541126,48875,3.9,18.3,0.018867925,0,1,492
0,10.1,83.6,0.165244724,50306,5.2,16.6,0.066559313,762,1,5295
0,17,80.1,0.170863684,51691,8.9,15.9,0.094256847,806.6923077,0.256480467,11311
0,11,82.6,0.079144385,40224,3.9,18.1,0.063815343,116.3529412,1,2011
0,16.5,80.6,0.091992058,36078,9.1,16.3,0.113951473,3000,1,2943
0,13.1,84.9,0.201612903,53624,7.2,32.7,0.064939539,79.44049734,0.326269408,48732
0,9.5,75.9,0.143163156,47429,7.2,17,0.092729189,97.83076923,1,6581
0,8.5,81.8,0.166340509,51027,7.8,15.2,0.092821137,150.8301887,0.687885517,8104
1,6.2,80,0.252460025,65619,5.8,25.1,0.053233917,101.4545455,0.73077269,25523
0,10.2,86.9,0.172307692,52250,5,17.7,0.069216449,1222.857143,1,8568
0,8.9,85.2,0.136978248,52422,5.9,18.2,0.110710422,3822,1,3986
1,11.4,85.8,0.114058355,48750,6.3,19.7,0.090478446,2641.5,0.550205892,5829
1,11.6,87.5,0.184156613,53814,5.8,23.4,0.059615936,440.4090909,0.385433715,10156
0,9.3,79.6,0.153228888,51470,8.3,19,0.108021878,212.9655172,1,6311
1,13.3,82.2,0.155476059,51367,10.9,13.4,0.280707148,42.84821429,0.517695875,10541
0,12,82.3,0.140848878,50013,4.8,18.8,0.120039357,2905,0.64224548,9130
0,11.3,81.9,0.142044257,46468,7.8,21,0.0811813,120.8735632,0.691163291,10802
0,17.2,76.7,0.140603567,49786,12.5,11.2,0.264373233,16.56860465,0.238238763,20713
0,17.8,76.6,0.108003323,41038,8.6,33.2,0.057044549,169.9791667,0.440263405,9041
0,15.3,82.9,0.122558538,48329,11.2,14.9,0.241041067,19.1399287,0.312753136,23845
1,12.9,86.4,0.158150852,50962,6.1,17.3,0.093930636,0,1,1924
0,11.9,80.3,0.142299349,51223,7,18.3,0.122767296,243.7391304,1,5789
0,11.4,78.4,0.137260093,49068,9.1,18.9,0.122326981,195.5111111,0.282621804,36676
17,14.6,78.2,0.236265291,54659,11,37.1,0.104428921,7.005558304,0.022921031,549168
0,7.6,76,0.141111111,42500,9.7,19.6,0.066901408,992.5,1,1800
0,9.4,84,0.156655844,52316,6.9,18.5,0.071741245,106.4807692,1,5628
0,13.1,80.4,0.149041874,45905,9.2,18.7,0.078234266,761.75,1,3015
0,12.6,79.9,0.137453875,49634,4.5,18.3,0.052264808,0,1,2617
0,17.2,77.7,0.094463972,39934,9.7,17.3,0.120381062,789.6666667,1,4849
0,9.7,80.1,0.154112554,50010,8.6,19.7,0.106343042,226.7741935,0.431074095,21863
0,10.2,80.3,0.14556213,45845,6.6,23.5,0.05914718,591.6666667,1,1927
0,10.2,79.6,0.087486157,43179,8.3,16.2,0.059201141,157.8333333,1,2021
0,5.7,88.4,0.187579214,54375,4.4,19.4,0.053199137,0,1,1968
0,13.3,82.7,0.056856187,44750,3,20.4,0.028571429,0,1,637
0,10,76.3,0.101507538,42904,5,14.4,0.076610563,143.2352941,1,2431
0,15.3,80.1,0.147951678,49252,12.6,18.3,0.171935038,42.20508982,0.153891885,61422
0,8.7,83.7,0.220882434,59311,7.3,25.2,0.061508579,179.4489796,0.512852823,9179
0,13.2,82.2,0.092604502,46766,9,16.1,0.091342335,481,1,3447
0,6.3,76.3,0.114107884,44500,4.6,19.7,0.109181141,536.5,1,927
0,17.4,78.2,0.090909091,39231,10.7,15.1,0.067081936,714.5,1,2882
0,11.8,85.5,0.141814159,46728,4.4,20.9,0.078994614,1125.444444,0.659827421,10308
0,18.9,75.5,0.092948718,37317,6.7,23.1,0.065934066,110.6666667,1,733
0,10.4,83.1,0.156640625,50030,7.3,19.2,0.081062824,889.1428571,1,6392
0,12.5,78.5,0.116999107,43008,9.1,13.7,0.103986461,7223,0.455589587,7243
0,11.8,54.8,0.133085896,45429,8.3,14.7,0.121905776,12.26902174,1,5187
0,6.3,82.3,0.144560896,51934,6.2,24.1,0.069542254,642.6,0.532224532,6580
0,11.6,80.8,0.154929577,41781,8,20.7,0.080823293,167.212766,0.590154867,8062
0,14.9,91.3,0.160349854,38625,2.3,15.5,0.07948244,698,1,803
0,13.6,77.5,0.094027954,40242,8.3,17.4,0.12165264,325.8181818,1,3719
0,13.5,84.1,0.127825619,45411,6.8,19.1,0.089734988,1248.166667,1,8526
4,14.7,79.6,0.207976748,51830,9.3,36.7,0.064982538,21.83344515,0.075516029,305705
0,12.8,76.9,0.16835443,50194,10.7,20,0.083995739,114.43,0.298317554,35618
0,11,81.7,0.167123288,48281,3.8,22,0.083916084,414,1,776
0,12.4,78.9,0.19379845,55417,8.1,18.6,0.040572792,0,1,582
0,14.8,80.3,0.208121827,54306,1.5,24.5,0.051987768,0,1,477
1,15,83.7,0.157992432,50218,10.8,20.2,0.117014769,77.9686747,0.268416145,35065
0,8.9,82.7,0.162406015,51012,9.7,16.8,0.078268877,197.1315789,0.593564089,7780
0,11.7,79.9,0.126198889,45910,10,17.8,0.126638856,120.1282051,1,4844
0,13.8,78.1,0.147286822,42500,6.9,16.5,0.106060606,1812.5,1,3596
0,8.6,74.7,0.212374001,49656,9,27.8,0.052328065,84.08536585,0.502001144,7025
0,11.8,81.9,0.090909091,40488,11.1,17.3,0.064814815,2151,1,4327
0,10.9,82.7,0.170777106,50275,8,21.5,0.090380891,849.3333333,0.547615658,15957
0,16.6,77.8,0.154639175,41161,7.6,16.3,0.072478459,0,1,2644
0,6.9,82.7,0.169750603,55893,4.7,22,0.101118133,722.5,1,2939
0,7.9,83.2,0.149678112,50404,7.7,22.7,0.073209214,639.0714286,0.394251497,9284
0,6,84.3,0.178231293,54482,4.4,20.5,0.061270492,704,1,7212
0,8.5,84.6,0.168489809,56318,6.2,20.1,0.119775979,346.3333333,0.304380326,32799
1,7.6,84.7,0.203763194,57312,3.3,19.6,0.064472252,391.1538462,1,5192
0,10.6,82.3,0.152655343,42931,7.9,17.7,0.066838046,68.18589744,0.306436301,10828
0,19.4,80,0.126296198,42750,8.2,20.7,0.083487317,2550.333333,0.515820624,8082
0,12.1,85,0.134782609,48456,5.8,18,0.075973409,134,1,1380
0,11.2,78.6,0.137931034,51738,8.1,14.2,0.15909351,115.4122807,0.586428323,14279
2,6.4,79.9,0.303663908,70543,5.6,36.7,0.045925217,20.91615599,0.054522264,175690
0,9.7,80.2,0.228926133,60854,6.1,24.6,0.065556418,148.4525547,0.673245852,21017
0,13.7,77.3,0.141511352,45992,11.6,21.5,0.133635473,107.6194969,0.310031692,36300
0,9.4,79.6,0.215343415,59662,5.1,26.1,0.07001762,273.3166667,0.610618182,17122
1,16.5,80.6,0.127932714,41985,7.7,24.5,0.098153034,194.6086957,1,5214
0,13.5,79.5,0.126361656,46366,5.9,14.7,0.09544852,80.05263158,1,3085
0,12.5,79.8,0.14571949,41215,2.9,26.6,0.064516129,0,1,1263
0,11.6,82.1,0.148084374,53416,8.7,18.3,0.080637133,173.8235294,0.775161413,5908
0,12,82.3,0.136693721,45741,10.3,19.3,0.083046813,1677.333333,1,5145
0,8.2,86.9,0.18,51000,1.3,27.5,0.060416667,0,1,686
0,30.6,64.3,0.130038388,41266,21.2,13.9,0.131981033,411,1,7069
0,12.9,86.8,0.154454402,44612,7.3,19.2,0.064548495,1394,1,4153
0,9.5,82.6,0.288150361,65370,7.1,29.6,0.042910585,143.8394161,0.601011926,20273
0,13.6,81,0.213142857,54159,3,37.8,0.055651839,28.5015873,0.460805085,9365
0,12.8,80.6,0.120489691,40256,9.2,19.8,0.092549923,1766,1,3635
0,7.2,84.1,0.174807198,46394,4.6,18.4,0.050632911,0,1,753
1,10.8,80.7,0.188079943,51802,6.6,26.1,0.059687201,102.4651163,0.424971915,13822
1,15.9,60.2,0.19060686,47415,14.8,15.9,0.104097453,34.51826087,0.34435618,24159
56,15.7,69.4,0.193531333,51575,12.6,22.6,0.15504525,5.882747334,0.01466068,2109289
2,10.6,69.1,0.234845038,58535,8,25.2,0.07173508,160.8091603,0.396730176,47628
1,11,75.3,0.303910488,71799,6.5,18.1,0.165888142,68.33834586,0.419452111,51796
0,17.1,68.1,0.107660455,39271,6.4,15.7,0.130486358,0,1,807
0,9.7,75,0.301173403,60250,5.5,22.2,0.088638195,799.5,1,2027
1,10.5,74.9,0.272889901,65212,9.3,13.7,0.161311293,192.974026,0.406851046,17002
0,11.5,72.3,0.348628193,78190,7.7,7.6,0.190451207,657.375,0.430679612,5879
0,13.1,55.1,0.092936803,44866,5.4,20.3,0.098797251,30.97368421,1,5048
1,16.5,62.9,0.147152223,47255,13.1,16.6,0.150681516,91.50619835,0.391315918,52339
0,20.2,60,0.106532663,38923,17.5,11.3,0.125951963,50.75,0.341696113,4452
1,18.2,56,0.130257646,41712,14.5,13.2,0.150920399,33.40713632,0.381029083,43086
0,17.5,43.8,0.162265963,45230,16.2,12.4,0.217235189,17.91666667,1,6599
0,7.5,66,0.232597623,64832,5.4,21.4,0.076014537,217.8235294,0.936683417,3967
18,15.2,72,0.217133067,52870,10.1,28.7,0.13271204,33.43580436,0.043253391,445460
0,11.5,53.2,0.233134609,57122,9.1,13.9,0.16356078,20.75480769,0.481769675,9815
2,16.8,66.8,0.164953228,47668,14.4,20.7,0.1319972,85.80038023,0.049247897,54405
0,10.5,76.1,0.250193113,62159,9.5,29.6,0.083471468,177.4939024,0.710934574,60427
0,9.5,73.9,0.204800528,53306,7.2,32.1,0.068834494,270.619883,0.92005124,47222
2,11.8,77.4,0.223611202,57782,10,31.6,0.077211437,131.0645161,0.66298565,76089
0,14.1,69.9,0.115368362,42312,15.5,17.8,0.127212297,55.06509946,0.738755218,32293
1,11.6,73.6,0.237362637,55762,7.5,38.1,0.079414158,106.9345315,0.786658842,88799
3,8.8,78.3,0.333101387,71244,8.4,35.9,0.087660044,38.00808374,0.200177052,406015
0,9.1,76.3,0.282179702,65983,9.4,34.4,0.071772051,80.38678161,0.543601769,148094
4,5.5,81.1,0.391540709,81198,4.3,38.8,0.052774921,127.2856504,0.226171779,301640
1,11.1,76,0.258478441,60711,10.6,34.1,0.080819113,97.4975,0.334313403,126504
1,9.7,75.5,0.20401837,56032,9.5,26.5,0.10515083,185.6428571,0.666219059,43028
6,15.2,71.1,0.237944175,54461,13.7,25.1,0.153937273,4.314169719,0.10813521,273035
7,7.4,75.2,0.434841305,85806,5.2,46.9,0.083577496,12.07213042,0.000910928,936010
1,6.4,74,0.375922361,78621,5.6,35.7,0.073137705,4.516033099,0.063086866,449675
5,13.2,72,0.291148355,62185,12.7,30.2,0.120742676,3.260369498,0.016453355,510295
0,10.4,69.5,0.248441057,57637,7.3,29.9,0.105222191,19.19629466,0.090836037,94843
7,17.9,61.5,0.190200127,49984,17,14.6,0.224960006,3.079559592,0.220779453,155241
16,17.3,69.1,0.277149073,53976,15.8,32.7,0.158060273,1.050863022,0.000175745,795039
1,8.1,74,0.368444777,76727,8,29.3,0.083351187,8.105261366,0.083336369,292106
6,17.5,73.1,0.293552471,59741,14.7,37.5,0.170895374,4.363521208,0,673765
0,4.4,77.6,0.532527346,105444,3.2,48.7,0.055716157,35.27646517,0.48143957,125390
8,11.5,71.5,0.36790863,72804,9.1,39.6,0.125615744,3.123332484,0.033442994,371199
7,8.8,73.1,0.389582994,79593,5.7,41,0.112446812,6.201928371,0.006774084,836079
2,7.5,74,0.431389288,85242,5.7,42.5,0.072882322,11.33681616,0.033048257,626775
0,4.5,78.6,0.501340974,100214,3.3,51,0.062058696,25.43271157,0.062799591,498419
9,11.3,71.8,0.284839142,61994,8.1,26.9,0.094971887,29.65003043,0.025437688,588791
6,16.7,69.6,0.295887626,59739,18,26,0.176900391,5.099055866,0.025789073,508398
0,13.5,69.9,0.278761244,61831,11.8,20.3,0.135813168,5.722106646,0.419228946,63941
2,5,78.1,0.504388007,100667,3.2,52.5,0.058205914,7.502793482,0.058053879,333015
1,5.7,76.5,0.415991546,86565,4.2,33.8,0.061078539,44.19435432,0.390769776,143385
