killed,pov15,emp15,ab100k15,mdhinc15,snap15,bagrad15,nohs2515,wbrat15,rural15,pop15
1,14.2,71.3,0.12037037,43836,14.5,11.4,0.139076514,209.7,0.808085809,12871
0,10.2,61.2,0.166495375,51355,9.8,15.2,0.120744789,22.58338699,0.653202774,37621
0,18,72.8,0.100294425,40810,13.4,12.3,0.144855827,264.5,0.602145959,25133
0,8.6,72.9,0.147513964,51170,7.8,16.4,0.127943688,204.1838235,0.826974565,28699
0,17.6,72.6,0.13670412,45121,12.3,14.9,0.142416452,105.1719745,0.585242408,16725
3,17.8,72,0.161707759,45471,13.3,27.9,0.120153424,6.154783968,0.086234969,268134
0,17.8,65.1,0.106114707,44442,15.3,12.2,0.170050449,350.8939394,0.504214559,23707
2,12.2,74.2,0.166055953,53584,13.2,14.8,0.128152088,74.63879004,0.498742138,44442
0,10.8,75.5,0.16260673,55247,8.4,15,0.110427752,161.8548387,1,20727
1,16,65.5,0.101262942,42208,13.5,11.6,0.177025316,143.5584416,0.816183178,22940
0,10.8,74,0.144456804,48472,9.7,20,0.104446653,383.2758621,0.699231047,34343
0,18.7,57.4,0.114805603,45023,16.1,13.2,0.143237487,20.62552301,0.752656897,20927
0,19.6,66.7,0.073446328,44061,15.3,9.1,0.156768249,97.78846154,1,10509
0,22.2,69.5,0.165033355,45932,10.4,35.2,0.097194116,19.07141086,0.137715202,185741
0,10,73.4,0.162183297,51613,9.5,19.4,0.116109644,631.0833333,0.602172049,15292
0,10.4,72.4,0.109348633,44277,10.4,18.6,0.120088656,586,1,7195
2,16.6,72.5,0.145101527,43046,13.2,24.2,0.100695785,9.512850183,0.079587485,181941
0,12.9,66.6,0.096818599,43600,12.1,13.5,0.111201226,299.0961538,0.589877137,15634
1,20.5,65.4,0.128909835,40313,15.4,22.5,0.126288177,14.36506974,0.236729992,107708
0,14.4,74.3,0.1089838,45649,11.3,18.8,0.1185803,115.0259259,0.480558888,32075
0,9.1,75.6,0.165506808,56042,7.8,18.6,0.112084949,174.6170213,0.763586957,8280
0,9.9,78,0.251321942,62185,7,27,0.068398727,60.27899687,0.289509565,61894
0,15.2,66.1,0.102352495,41289,15.2,12.4,0.159403427,944.4482759,0.753436989,27721
0,21.1,66.5,0.111086572,38494,16.6,17.4,0.159730762,18.73627722,0.301965303,66984
0,12.2,78.5,0.151324901,51101,8.7,17.6,0.092819802,140.171875,0.47551248,27937
1,9.6,74.6,0.142331546,52154,8.7,15.5,0.104573606,261.625,0.657440247,24224
0,8,77.4,0.17776764,54389,8.4,18.4,0.092164081,266.322314,0.703452139,33395
0,10.6,83.2,0.126974295,46526,11.1,15.3,0.074948473,270.8148148,1,7211
0,10.2,82.9,0.113504075,48043,9.7,15.1,0.073717949,140.2962963,1,3758
0,10.9,79,0.146494709,45890,10.9,16.3,0.11573328,137.2929293,0.755546803,13882
0,13.7,73.6,0.093960956,41394,16.8,17.6,0.113505109,287.1395349,0.577566712,12551
0,9.7,81.1,0.153817225,46979,8.8,14.3,0.099976476,301.6842105,1,5738
0,9.6,80.7,0.22887532,60606,7.9,21.6,0.072925014,139.3701657,0.802433529,25663
0,15.7,76.7,0.165273803,48369,12.8,27,0.09542734,9.308491344,0.131980604,133499
1,10.1,78.5,0.182637792,52985,10.3,23.2,0.060654037,109.1829787,0.481456278,26571
0,8.3,82.7,0.244100374,62163,6.5,28.6,0.05319347,88.24163569,0.675441251,24779
0,9.5,82,0.20270924,56150,7.8,16.8,0.077022375,259.6708861,0.665923283,21084
0,12.6,81.7,0.148657498,48195,12.1,18.9,0.210875946,28.15423729,0.501031929,20289
0,9,82.4,0.142903174,52360,7.3,15.2,0.077724665,249.1864407,1,14896
0,14.8,75.5,0.145740437,44921,12.1,18.4,0.076338028,71.14179104,1,9828
0,10.1,84.4,0.164970165,50559,9.5,20.1,0.076568593,63.77388535,0.504266212,20507
0,13.9,79.5,0.126809211,43750,14.5,19.9,0.081649656,232.5087719,0.529358216,13354
0,7.7,83.1,0.185695538,59047,8.9,21.5,0.07392693,248.2083333,0.820436508,18362
0,13.4,80.1,0.151647113,46122,13.6,22.2,0.06419105,75.96507353,0.186211253,42988
0,11.2,82.3,0.14735658,48599,10.6,18.8,0.093595479,213.5925926,0.602908084,11567
0,8.8,81.5,0.14627259,47040,10.1,15,0.103399097,179.238806,0.724775489,12085
0,16.4,77.8,0.135683761,43327,15.5,13.9,0.113739469,685.3846154,0.479441997,9245
0,11.5,82.3,0.16638679,50389,9.8,19.3,0.066805303,134.3813559,0.342222774,16491
0,11.1,81,0.129337539,48007,10.4,16.8,0.081369427,104.7228916,0.960995666,17674
0,13.9,76.8,0.190960283,50498,14.6,19.6,0.084958886,33.49112426,0.305388119,47617
0,19.8,77.5,0.147600315,48084,11.9,13.5,0.2250801,75.55023923,0.576551923,16998
0,6.5,84,0.362845649,76320,6.5,44.2,0.050620215,81.72479241,0.313316214,80777
0,19.3,71.5,0.135545024,48888,11.5,16.8,0.14221341,478.4444444,1,8777
0,20.6,68.9,0.111959288,38560,20.5,19.8,0.128891533,56.65467626,1,8185
0,10,84.3,0.204072852,58274,7.8,14.8,0.101171548,441.0769231,0.716616841,17406
2,15.2,74,0.139238994,44423,16.8,20,0.086396796,16.65679125,0.253466415,39985
1,6.6,82.8,0.219887237,57265,7.3,27.4,0.052265359,318.9038462,0.395828469,17122
0,12.2,81,0.179699665,54605,9.5,28.7,0.079134884,48.22126745,0.247464763,97034
0,13.6,80,0.158745476,47795,15.5,16.2,0.106427504,64.26174497,0.413619168,9732
1,12.9,76.6,0.12540907,44928,13.1,18.5,0.105030325,88.74439462,0.694601381,20223
0,12.4,80.3,0.144471816,44797,12.9,18.2,0.119985609,46.77538462,0.500265745,15954
0,13.3,77,0.147721935,48605,13.6,16.7,0.118849666,86.25,0.622394769,10308
0,11,78.3,0.192620176,53324,12.6,21.5,0.077485669,327.6190476,1,6902
0,12.6,78.4,0.166539343,46898,13.3,18.6,0.084373051,1796.4,0.583150022,8960
0,6.2,83.2,0.207987652,56750,6.2,22.7,0.051649761,239.1372549,1,12413
0,11.4,78.7,0.155516172,51013,9.9,19.2,0.080130719,129.5679012,1,10663
0,11.4,78.9,0.136904762,49813,12.9,19.9,0.090043856,140.4509804,0.495636515,15213
0,8.5,82.7,0.147228761,52981,5.8,18.1,0.07882338,149.5694444,0.709193246,10985
1,8.8,78.8,0.157751327,51019,8.7,18.2,0.091830065,93.58988764,0.710359922,17276
0,9.9,80.1,0.169429098,53567,11.2,17.4,0.091946042,1765.625,0.809240826,14248
0,14.5,70.2,0.132231405,49321,9.1,18.8,0.082047175,38.64225941,0.595531401,19892
0,11.7,80.3,0.139643134,49869,8.2,12.8,0.114746472,300.9032258,0.609342798,9367
0,12.2,78.7,0.166109785,47252,10,17.6,0.080408707,729,0.463706234,9546
0,11.7,83.8,0.16220574,46993,9.9,19.3,0.083183003,177.2564103,1,7004
1,8.7,85.9,0.209854817,59375,6.5,20.7,0.072044335,116.8613139,0.815651695,16381
0,12.1,79.4,0.146329894,49028,11.7,15.3,0.093479683,544.1142857,0.525969198,19454
1,9.6,72.2,0.170395512,55033,13.7,18.2,0.076606644,65.16236162,0.532908967,36729
0,15,62.8,0.144799653,42899,14.9,31.9,0.057039533,59.93495935,0.402818014,17853
2,17.9,79.6,0.249287338,55700,8.5,51.3,0.0518611,15.44641917,0.173923919,144567
0,10.2,73.7,0.171337658,55060,9.2,16.6,0.079456566,49.89340102,0.592862754,20395
0,13.5,76.2,0.123533471,43838,12.5,15.5,0.095158598,0,1,10129
0,9,84.3,0.158857653,51496,7.7,19.1,0.060855111,261.8421053,0.650280524,15155
2,16.8,71.8,0.102553428,43312,15.2,15.5,0.085197104,30.92977528,0.398395557,35071
2,9.8,80.7,0.236514808,59322,12,31.5,0.055612103,21.25582158,0.1187521,219792
0,12.2,77.9,0.168406402,51144,11.1,13.2,0.175948872,100.9514563,1,11231
0,13.1,75.8,0.120989668,43962,11,14.9,0.092219492,426.75,0.548843794,8692
0,7.3,85.9,0.191503559,57130,5.6,20.8,0.09578242,1630,1,11749
0,7.6,80.7,0.227148594,60060,9.5,21.7,0.05973535,167.4945055,0.662648764,15746
0,14.7,75.7,0.144187077,48726,15.5,22.7,0.085414719,68.96774194,0.426684415,22291
0,9.9,81.2,0.169286485,54693,10.6,24.8,0.080050002,175.9065934,0.469311485,33141
1,11.1,76.6,0.159312283,53351,14.1,19.7,0.165046407,48.76586742,0.350781296,40512
0,8.9,73,0.261159474,63979,8.2,23.8,0.069304015,135.4766355,0.608610247,14815
0,9.6,82.4,0.173703534,49488,5.5,14.9,0.091256309,708.8666667,0.645360825,10787
0,13.9,75.9,0.112540193,40302,12.5,14.5,0.084589867,180.122449,0.708963168,8974
0,12.1,74,0.157245941,46304,13,17.2,0.109708558,689.7272727,0.572605561,7947
0,16.8,72.3,0.129067245,42418,18.3,14.9,0.116404981,0,0.465737736,10227
0,12.4,78.2,0.174915876,53676,11.6,18.8,0.138027077,59.4186747,0.259463987,43017
0,7.3,82.9,0.159060626,55227,9.5,18.8,0.078794666,185.5416667,0.66461122,13989
0,8.5,83.8,0.137453184,49448,9.4,17.4,0.142074006,237.32,0.59264214,6127
0,15.3,69.7,0.151731808,43912,13.7,20,0.117382303,44.72507553,0.339367776,15521
0,10.7,82.9,0.142066885,47113,11,20,0.072452355,77.15517241,0.629429559,9139
0,7.8,84.1,0.205402701,57130,6.3,20.5,0.078955162,190.952381,0.619146919,24913
0,14.2,79.3,0.124491711,45069,12.7,17.4,0.07285686,70.90721649,1,6991
8,12.9,79.7,0.247999141,60061,14.5,35.8,0.081848318,13.67695903,0.042993054,466688
0,13,77,0.175258294,51976,14.3,20.2,0.108086072,73.365,0.261123824,93534
0,10.4,79.8,0.170861107,51006,11.1,24.6,0.071098647,81.74193548,0.575818527,18512
0,10.6,76.3,0.14679803,47042,11.3,20.8,0.102035048,412.4166667,1,5054
0,8.2,83,0.156831593,49572,7.2,19.7,0.081020778,139.2816901,1,10009
2,12.1,75.6,0.224150408,55114,11.4,32.1,0.074111373,11.17163553,0.127653651,172170
0,11.2,83.5,0.168574812,50952,9.7,21.3,0.082655347,500.9130435,0.578311079,11913
0,8.3,85.8,0.213939652,61627,5.1,25.5,0.108014447,212.8933333,0.532779542,34752
1,22.7,77.8,0.196763321,50438,7.8,48.3,0.041185887,36.22427441,0.171409932,96346
0,11.3,77.7,0.180265096,55203,8.4,15.7,0.09134977,174.1685393,0.733711048,17341
0,14.1,79.3,0.137390671,44246,12.2,14.5,0.086887115,458.2307692,1,6229
0,13.6,81.6,0.128161889,44351,12.5,14.7,0.073150653,98.74193548,0.38436921,12447
1,14.9,72.1,0.133491848,45111,10.7,12.7,0.109788868,161.7333333,1,7325
0,18.6,71.5,0.117643,42095,20.1,16.8,0.138108906,44.63461538,0.306000745,35248
0,6.8,82.1,0.264423344,64447,9.5,28.2,0.044766464,192.6108787,0.42425562,48706
1,9.3,81.4,0.190758559,56390,10,20.9,0.096821483,115.3661202,0.682429592,22251
0,13.3,74.1,0.12403698,43358,14.8,13.9,0.10437557,207.8333333,1,6386
0,15.2,70,0.135136919,42408,15.8,18.8,0.09772881,21.3734414,0.345641327,36992
0,9.9,79.2,0.125764192,47668,5.8,20.6,0.077807848,103.755102,0.685791298,10567
0,8.1,85.2,0.16985936,54429,6,27.7,0.059465036,101.9646465,0.619539044,20754
2,14.6,78.3,0.1484375,46720,15.7,21.1,0.144380098,30.52795248,0.183805805,102464
1,12,79.3,0.133018868,48459,14.2,15.4,0.074468085,100.6986301,1,7562
0,11.1,78.2,0.172156506,43698,11.8,17,0.101109878,249.9387755,0.59641599,12803
0,18,70.9,0.093856012,38698,13.6,18.2,0.094164306,54.82511211,0.580790235,12724
0,17.5,74.1,0.117073171,40696,10.3,16.5,0.093773304,834.7777778,0.58172043,7824
0,19.2,71.5,0.131775236,43581,14.5,19.9,0.072118227,22.12187959,0.359656652,16409
2,10.9,77.4,0.17617365,51811,6.4,20.2,0.083878644,286.0625,1,4821
1,15.9,77.2,0.136033964,44013,11.1,16.9,0.138737848,54.027897,0.325456837,27092
0,19.2,72.5,0.112720848,38280,12.9,22.1,0.105758177,26.41187739,0.481093903,14724
0,16.4,75.9,0.108239883,43724,12.2,19.8,0.07319988,49.11560694,0.668549906,9745
2,10.4,75.4,0.235611585,58897,8.5,28,0.071119733,45.80740741,0.409240924,66601
0,13.8,72,0.111711712,38707,9.4,24.3,0.098445596,108.625,1,2676
0,16.8,70.6,0.107899807,37993,16.1,17.5,0.138932496,155.55,1,3392
1,17,71.5,0.099399099,41388,13.8,17.4,0.129743304,158.8991597,0.471890799,20561
0,8.1,82.8,0.158478605,44500,4,22.3,0.071391885,0,1,2687
0,14.9,78.4,0.12837109,42589,7.4,29.7,0.081099196,89.36363636,1,2089
0,11.4,79,0.177080249,52066,5.4,23.7,0.037239494,159.6862745,0.469074715,8340
0,13.5,74.4,0.105701312,39282,9.7,17.5,0.088605603,221.725,0.460613866,9235
0,10,78.1,0.235079854,57433,9.1,21,0.071788837,123.2424242,0.689707366,8359
0,7.2,80.1,0.117346939,45288,5.1,24,0.08327351,0,1,1839
1,17.6,69.4,0.149035652,43860,12.8,19.2,0.09806347,27.68853893,0.314348097,35777
0,22,72.9,0.108728842,36534,12.2,28.6,0.099800822,42.96912114,0.347564744,39231
1,11.2,80.5,0.119484046,40657,9,26.6,0.095216401,233.6666667,1,2926
0,10.5,72,0.158527231,49096,11,20,0.105121696,182.6039604,0.63909942,19292
0,12.4,77.1,0.158250241,47209,10.1,16.5,0.099162283,24.85862069,0.715604027,7756
0,19,75.8,0.210089414,50939,6.9,49.1,0.05050271,21.07633754,0.109263658,117915
0,11.7,77.2,0.164050235,47303,8.1,18.7,0.177142857,103.8888889,1,2970
0,18.3,70.6,0.088375796,36458,9.4,17.4,0.110119048,120.5714286,1,2602
2,15.6,81.2,0.156495315,45579,6.8,32.3,0.066214212,82.34337349,0.254350528,29024
0,9,60.1,0.12688588,47736,6.5,21.2,0.10356609,23.52439024,0.668107441,6330
1,17,80.3,0.168492063,49227,13.5,18.6,0.281110698,32.53703704,0.187029226,37000
0,18.2,74.1,0.147791165,50777,11.7,17.9,0.305896203,38.02615193,0.226155768,34263
1,13.1,76.9,0.154832146,51081,11.3,21.2,0.075153013,78.96369637,0.515295595,25559
1,12.4,52.8,0.122769787,43992,9.5,20.4,0.076216573,4.225299033,0.120892746,36981
0,8.2,82.2,0.132773109,46364,4.5,21.4,0.069261881,98.14814815,1,2657
0,11.2,80.6,0.154038301,43826,4.1,26.5,0.066770996,29.7875,1,2589
0,10.3,74.2,0.183228666,55432,7.2,18.2,0.284332282,5895,0.211205433,7690
0,10,81.7,0.225116279,61000,4.5,19.1,0.238485971,0,1,6095
0,8.1,81.8,0.154004107,47750,2.7,25.5,0.118568233,97,1,1317
1,15.1,73.7,0.095254958,38838,13.3,16.5,0.101174935,609.7,0.658800393,6244
0,14.3,79.2,0.145290581,45114,7.1,13.3,0.202339181,42.12962963,1,2481
0,16.4,75.2,0.119605425,43973,7.7,19.7,0.114020064,626.5555556,1,5781
3,13.2,77.4,0.173772182,51327,9.6,26.5,0.10110206,56.78421053,0.299304743,34908
0,13.8,80.7,0.194265233,56484,4.4,17.7,0.293233083,0,1,4058
0,4.6,82.6,0.162762022,54856,4.1,23.7,0.074047448,0,1,1896
0,9.1,78.1,0.152433251,54077,6.8,18.7,0.059601913,130.4555556,0.721924208,13328
0,7.5,77,0.17356139,57236,7.1,19.5,0.072216726,200.9222222,0.988848039,18886
0,15.5,81.8,0.094207955,40553,5.7,15.4,0.066608238,1475.5,1,2978
6,6.2,81.2,0.365107971,76113,4.2,52.8,0.042134527,19.36210353,0.035278125,578758
0,10.7,80.4,0.176214648,50506,5.5,17.2,0.224082935,97.23529412,1,3948
0,10.7,74.7,0.154690619,50844,6.7,20.5,0.095620438,688.2727273,0.62022001,7653
0,15.5,79.2,0.131332083,43963,11,27.3,0.085798817,110.0454545,1,2558
0,17.8,73.5,0.108165934,41439,10.8,19.5,0.112808957,26.26939351,0.51169243,20749
0,9,86.8,0.145341615,56507,7.7,21.4,0.072476273,274.3333333,1,1663
2,11.4,63.7,0.269637716,63726,7.8,29,0.086522113,9.912537764,0.295117957,79207
0,11,77.1,0.119850187,44276,6.2,20.3,0.059084851,118.3076923,1,3126
0,13.2,68.9,0.130798661,46964,10.4,15,0.117850173,139.030303,1,9561
0,8.4,79.2,0.127916331,46875,6,18.2,0.077160494,0,1,2814
0,21.5,74.9,0.114451477,40021,13.7,25.6,0.120730538,34.7573616,0.256874713,33243
3,7.2,82,0.203375456,56128,6.3,27.4,0.090781211,90.60784314,0.425281031,28944
1,11.4,77,0.126039933,45927,7,22.6,0.113367974,117.7,0.813151699,12120
0,11.1,79.9,0.139518741,45374,5.9,16.6,0.058114812,334.9310345,0.696670777,9906
0,11.3,79.7,0.136953955,52250,5.8,22.2,0.143455497,104.6216216,1,4288
0,9.2,78.3,0.267834395,60966,8.6,23.3,0.055381928,71.49656751,0.505155421,32727
0,10.4,81.7,0.141049498,48217,4.7,25.7,0.049965302,256.75,0.500910194,6319
1,19,69.7,0.102493487,41083,15.3,17.1,0.112535112,16.70383076,0.421763783,33316
0,8.9,77.6,0.121778886,47089,7.9,17.6,0.112517917,615.2222222,1,5650
0,10.8,73.1,0.10765349,46028,6.2,13.9,0.143640898,91.93103448,1,2992
0,11.4,86.5,0.155933003,48653,5.5,22.6,0.094228504,109.7111111,0.734984656,10209
0,18.6,78.4,0.12455516,43195,13.3,18.6,0.083226162,80.921875,0.448822042,16333
0,11.7,81.5,0.185104845,44904,5.4,19.8,0.089715536,186.3125,1,3015
0,8.5,67.7,0.141576215,47852,9.8,17.4,0.13668538,37.62043796,0.428796223,5552
0,12.6,71.6,0.138662567,49915,10.5,19.5,0.092239588,645.3333333,0.833666533,15912
0,15.4,77.7,0.133219955,40216,7.1,20.6,0.098067809,246.2666667,1,3684
0,7.9,80.2,0.162454874,52479,6,21.4,0.069023569,325.2777778,1,5946
0,7.8,63.3,0.132836991,43250,7.6,21.7,0.109215017,18.70149254,0.328680203,6805
0,9.2,78.9,0.128565347,44170,7.6,21.6,0.078436516,253.7142857,0.566743194,5431
0,8.9,76.4,0.220947266,60216,6.6,32.2,0.042742277,72.90068493,0.600510086,23194
0,12.3,74.2,0.194003075,49550,6,25.9,0.102616325,132.2142857,0.299955693,9718
0,10,78.5,0.149339934,41579,5.7,25,0.079456351,275.4444444,1,2538
3,12.2,72.4,0.117583775,45288,12.4,20.2,0.119217369,30.66893662,0.304378581,63647
0,12.8,83.5,0.10021978,40449,8.4,20,0.072359301,670.5714286,1,4722
0,14.7,77.9,0.141200721,48460,9.4,21.2,0.119825027,50,0.633245383,9943
0,22.5,61.4,0.167491593,44437,5.7,44.9,0.048866471,12.70626526,0.15840777,75312
0,14.4,78.5,0.115593835,43558,6.3,22,0.081347576,418.4166667,1,5159
0,9.4,78.2,0.121803499,38854,8.6,21.7,0.096170213,0,1,3102
0,12.9,77,0.11176289,41102,9.3,24,0.103026659,76.65517241,0.441943734,7029
1,16.1,78.6,0.139660563,47801,10.5,23.4,0.10215788,27.30408049,0.14078254,55516
0,6.6,83.6,0.226320583,51850,0.3,20.5,0.151162791,0,0.252621979,4980
11,15.1,73.8,0.189349143,50657,12.1,29.4,0.109977068,8.627483302,0.067516411,510360
0,19.1,73.7,0.14144385,47134,13.1,11.8,0.360084477,15.84862385,0.123433817,23159
7,15.2,74.2,0.183962,50378,12.2,29,0.092221043,10.51512999,0.139979783,178541
0,6.6,83.2,0.14298323,49750,7.8,21.6,0.084257206,1239,1,2501
0,19,77.2,0.067121321,39029,15.1,14.1,0.107464138,64.55172414,0.235069886,5976
0,14.8,78.9,0.135572885,43848,5.8,18.1,0.093260474,227.875,1,3693
0,16.1,79.5,0.152173913,47377,9.4,21.8,0.125124792,98.30952381,1,4236
0,5.3,87.1,0.147560976,43780,4.5,22.2,0.172672673,73.36363636,1,2053
0,18.2,76.4,0.178873941,55433,5.3,15.4,0.171736726,153.0625,0.320034692,5731
0,12.4,74.1,0.157628424,50141,11.7,19.9,0.079776777,105.7298578,0.615462494,23494
1,9.7,82.2,0.169502205,48504,6.4,28.3,0.068586283,50.58783784,0.302884615,7915
0,4.1,86.8,0.165898618,54000,3.1,25,0.059849199,313.5555556,1,2923
0,5.9,76.6,0.132683658,54688,3.7,23,0.050260688,421.5625,1,6905
0,8.2,80.1,0.2288,47279,8.3,25.2,0.084651163,0,1,1513
0,11.7,84.2,0.116707617,45159,5.9,17,0.099206349,128.5581395,1,5564
0,9.9,81.6,0.153649168,57171,10.6,16.1,0.22190408,0,1,2145
0,18.6,71.5,0.101618466,40306,14.4,14.7,0.14351778,612.4285714,0.734728748,8852
0,22.8,74.9,0.067929458,35787,14.4,16,0.097997444,178.8235294,1,3124
8,23.9,69.6,0.10451843,40113,17.9,15.9,0.21362543,2.541619711,0.059223636,163095
0,21.6,63.9,0.102724177,33362,18.8,15.9,0.250435333,33.93939394,0.778127918,19264
0,17.2,66.6,0.111654232,41326,16.8,13.6,0.224570096,71.18115942,0.780272913,20561
1,10.3,75.9,0.148117452,53974,9.1,18.9,0.118641766,41.03944773,0.412183631,21929
0,16.3,67.6,0.165145985,42244,12.6,13.6,0.149896623,27.92473118,1,8219
1,20.4,68.6,0.104305318,38370,19.1,15.6,0.188334529,22.12285556,0.610798416,43676
1,26.4,53.8,0.079823132,33483,24,12.2,0.243747667,58.72959184,1,12261
1,38,45.2,0.035533911,22443,34.9,9.8,0.337830905,29.60312152,0.605671279,27294
1,8.2,77,0.288062806,66730,7.6,30.8,0.080195629,30.62416287,0.132209559,127163
1,16.6,68.3,0.139824584,45208,17.3,16,0.170589085,12.61948143,0.439565364,20073
0,20.4,58.2,0.153175463,42319,18.1,17.7,0.115382407,34.74212894,0.234096225,48488
0,16.1,63.5,0.121774559,39704,18.1,22.7,0.143407903,12.85693215,0.335932424,29807
0,18.5,66.5,0.12836815,36327,17.3,14,0.170426507,4167.5,1,8329
0,32.9,45.8,0.064797961,25817,35.8,11.2,0.311151079,201.0909091,0.802439416,13430
0,17.4,60.8,0.100041113,43479,18.3,9.5,0.218045113,41.13733906,1,19993
0,10.4,72.4,0.170870627,55975,11.2,14.3,0.136942067,201.3252033,0.304556927,78653
1,29.3,63.1,0.083075734,33536,18.7,8.7,0.248882931,82.86842105,1,12860
1,20.1,67.1,0.102021538,42537,19.5,16.4,0.131511718,15.90896921,0.535918627,12690
0,23.1,65.1,0.119253067,37034,12.3,27.5,0.125895999,23.37004701,0.510988099,38441
0,14.6,75.1,0.227076698,54621,10,29.1,0.107266267,29.15452689,0.136907623,91925
0,19.8,68.1,0.125303545,38829,15,13.3,0.178500707,61.70512821,1,4903
0,27.9,61.4,0.129137412,41439,21.2,11.2,0.218710315,35.99641577,0.524701874,10718
1,17.6,56.8,0.087727663,36696,18.9,12.8,0.201924645,119.5,0.807408009,27224
0,25.5,58.2,0.081923559,32341,23,11.2,0.273393665,122.0944882,1,15815
0,19.9,50.7,0.10685318,39521,18.6,16.6,0.146520233,3.649955845,0.308700227,73484
0,15.4,68.3,0.177661751,47959,18,20.7,0.159975841,17.70299145,0.272443652,35684
0,39.7,37.6,0.048397561,21549,37.6,9.6,0.363027013,23.84772182,0.849915493,21047
0,24.3,56.8,0.06557802,28025,19.2,9.6,0.304004593,170.5689655,1,10135
0,21.9,63.9,0.12436751,35316,10.4,11.4,0.200895615,79.49557522,0.710658787,9198
1,25.1,58.9,0.060153117,32019,22.2,13.4,0.229401924,31.96039604,1,6756
3,15.6,70.5,0.156736558,45989,13.9,20.3,0.120805065,20.26950834,0.248600791,99333
0,19.2,60.4,0.116333977,41710,22.2,13.3,0.211705372,66.12921348,1,12040
0,31.3,39.5,0.072727273,28224,32,7.5,0.251812555,39.68253968,1,7650
0,29.3,51.8,0.05426087,29770,32.4,7.8,0.257394711,708.65,0.744938092,14361
3,18.9,73.5,0.213483682,49778,12.2,41.2,0.101596648,5.231689355,0.030156851,314767
1,20.1,63,0.104506742,35469,22.9,12.8,0.21633734,69.7960199,0.782424883,14613
0,30,46.6,0.096186276,30096,29.4,12.8,0.249238201,121.7234727,0.834112792,37679
0,14.6,68.7,0.173727,47964,14.6,27,0.131874819,7.895825354,0.250431704,50273
1,27.4,52.4,0.095015576,28359,29.3,13.1,0.24566474,2.880124224,0.612099644,6259
1,15.3,67.4,0.147239264,48370,13.7,10.1,0.178692321,84,1,8562
1,21.7,65.2,0.132393085,44243,21.1,15.1,0.203849372,75.37037037,0.76524186,17175
1,18.4,65.4,0.131051051,44824,20.2,12.4,0.174430444,300.0128205,0.673405753,24740
0,17.3,68,0.12494788,39530,15.2,17.3,0.174519382,18.32199787,0.683733683,37251
1,24,62.2,0.104471545,35030,22.4,9.1,0.22936146,83.19333333,0.790280953,26233
0,20.1,63.2,0.077283895,34982,21.2,10.2,0.215919141,31.14159292,1,11022
0,17.7,60.3,0.161760563,45370,15.5,16.9,0.141859653,124.6056338,0.389650949,36031
1,15.8,68.5,0.165696784,50476,16.7,11.2,0.118377912,74.91964286,0.889394751,8710
3,14.3,64.6,0.177729344,50765,14.1,23.2,0.109098501,6.827937316,0.337786921,106486
1,31.2,44.2,0.071891987,25814,30.3,11.7,0.283101982,38.43404255,0.537038407,27613
0,22.2,64,0.11741573,35681,17.3,14,0.186338798,44.67341772,0.636208577,18712
0,24.9,59.2,0.075815739,34774,21.8,10.3,0.272420444,19.81451613,0.872064494,18489
0,19,66.5,0.127254295,41036,18.6,16.8,0.139738946,12.2630636,0.357037402,46388
0,18.3,70.9,0.135013351,46495,17.2,11.2,0.187790312,26.75695733,1,15544
0,15,61.2,0.034465281,41218,13.3,9.2,0.192409532,9.686046512,1,4642
2,17.2,66,0.129094619,42346,16.5,15.3,0.155271229,15.16347197,0.456704438,46281
0,31.4,47.9,0.0676163,29826,34.1,9.7,0.278649497,2219.333333,1,13346
16,16.4,72.4,0.195181076,48695,14.9,31.5,0.110692453,3.517131372,0.012703782,763509
1,19.1,69.7,0.198776758,50558,18.3,29,0.149119567,25.63666483,0.267601262,51936
0,26.3,47.2,0.092750415,35570,27.3,10.8,0.229353265,235.5876289,0.721103163,23212
3,14.6,74.2,0.207328244,54296,13.7,28.9,0.108445333,19.78203062,0.063486771,164342
2,28.1,45,0.090741979,30411,29.9,12.3,0.294585696,119.2366412,1,15700
3,32.6,47.9,0.063447501,26599,35,11,0.297158958,84.08152174,0.621056265,31668
1,17.8,63.1,0.089151652,38578,19.2,10.3,0.170537897,26.42424242,0.762799741,14193
2,23.1,57.3,0.084096011,36020,21.6,12.3,0.238635245,112.5562016,0.558044486,60101
1,22.7,53.6,0.095143378,35935,23.1,11.9,0.225750206,647.0416667,0.76859731,15893
0,32,37.3,0.036376355,22698,35.6,7.9,0.285630841,103.0149254,1,6737
0,28.5,39.3,0.06746988,25872,27.2,8.6,0.34930088,144.5333333,1,10707
0,28.4,47.3,0.083507089,30333,28.2,11.8,0.264990444,517.2888889,1,23091
0,30.8,53.2,0.084124325,28630,28.1,10.9,0.263545502,376.25,1,13576
1,25,59.1,0.096417605,37139,24.2,10.6,0.219833234,35.71689498,0.814770311,24388
0,14.7,63.7,0.109513853,42171,15.1,10.4,0.169822398,509.8333333,0.95854063,9324
1,19.3,61.9,0.080128795,38570,16.8,13.2,0.216821918,14.11324042,0.736283329,26739
1,14.3,47.9,0.166563467,46931,11.9,17.8,0.123548046,14.80769231,1,8289
1,16.8,69.6,0.167987207,44067,16.2,23,0.120748078,7.925983805,0.253740468,64973
0,41,37.6,0.019436036,19328,34.3,7,0.275600815,15.15398887,1,17861
